OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,OrderValue,OrderStatus,IsBlackFriday
22099,2024-10-04,C0196,P0022,1,56.56,0.0,56.56,Completed,No
22100,2024-10-04,C0053,P0011,1,55.97,0.0,55.97,Completed,No
22101,2024-10-04,C0204,P0007,1,23.11,0.0,23.11,Completed,No
22102,2024-10-04,C0126,P0026,1,70.07,0.0,70.07,Completed,No
22103,2024-10-04,C0314,P0039,1,71.51,0.0,71.51,Completed,No
22104,2024-10-04,C0054,P0013,3,59.93,0.0,179.79,Completed,No
22105,2024-10-04,C0321,P0006,3,48.19,0.0,144.57,Completed,No
22106,2024-10-04,C0045,P0005,2,75.86,0.0,151.72,Completed,No
22107,2024-10-04,C0275,P0004,1,21.08,0.0,21.08,Completed,No
22108,2024-10-04,C0349,P0016,1,15.77,0.0,15.77,Completed,No
22109,2024-10-04,C0256,P0009,1,17.45,0.0,17.45,Completed,No
22110,2024-10-04,C0223,P0013,3,13.31,0.0,39.93,Completed,No
22111,2024-10-04,C0007,P0035,2,17.89,0.0,35.78,Completed,No
22112,2024-10-04,C0076,P0005,1,40.58,0.0,40.58,Completed,No
22113,2024-10-04,C0319,P0032,1,67.34,0.0,67.34,Completed,No
22114,2024-10-04,C0148,P0039,2,58.44,0.0,116.88,Completed,No
22115,2024-10-05,C0374,P0027,2,66.95,0.0,133.9,Completed,No
22116,2024-10-05,C0056,P0006,2,49.71,0.0,99.42,Completed,No
22117,2024-10-05,C0102,P0024,1,33.03,0.0,33.03,Completed,No
22118,2024-10-05,C0410,P0033,1,11.73,0.0,11.73,Completed,No
22119,2024-10-05,C0435,P0026,1,49.56,0.0,49.56,Completed,No
22120,2024-10-05,C0448,P0014,1,29.63,0.0,29.63,Completed,No
22121,2024-10-05,C0417,P0027,1,79.55,0.0,79.55,Completed,No
22122,2024-10-05,C0156,P0008,1,50.06,0.0,50.06,Completed,No
22123,2024-10-05,C0490,P0029,1,33.14,0.0,33.14,Completed,No
22124,2024-10-05,C0218,P0009,1,63.66,0.0,63.66,Completed,No
22125,2024-10-05,C0186,P0003,3,11.49,0.0,34.47,Completed,No
22126,2024-10-05,C0042,P0011,2,63.02,0.0,126.04,Completed,No
22127,2024-10-05,C0103,P0007,1,43.74,0.0,43.74,Completed,No
22128,2024-10-05,C0106,P0017,1,56.78,0.0,56.78,Completed,No
22129,2024-10-05,C0106,P0037,2,32.69,0.0,65.38,Completed,No
22130,2024-10-05,C0073,P0021,1,13.88,0.0,13.88,Completed,No
22131,2024-10-05,C0139,P0017,1,64.71,0.0,64.71,Completed,No
22132,2024-10-05,C0347,P0003,1,55.51,0.0,55.51,Completed,No
22133,2024-10-05,C0187,P0038,1,29.93,0.0,29.93,Completed,No
22134,2024-10-05,C0498,P0037,1,19.58,0.0,19.58,Completed,No
22135,2024-10-05,C0399,P0027,1,67.36,0.0,67.36,Completed,No
22136,2024-10-05,C0308,P0019,1,55.69,0.0,55.69,Completed,No
22137,2024-10-05,C0110,P0038,1,76.89,0.0,76.89,Completed,No
22138,2024-10-05,C0380,P0011,1,20.44,0.0,20.44,Completed,No
22139,2024-10-05,C0008,P0027,1,45.19,0.0,45.19,Completed,No
22140,2024-10-05,C0429,P0013,2,54.22,0.0,108.44,Completed,No
22141,2024-10-05,C0141,P0039,1,68.36,0.0,68.36,Completed,No
22142,2024-10-05,C0113,P0002,2,53.93,0.0,107.86,Completed,No
22143,2024-10-05,C0348,P0026,2,34.75,0.0,69.5,Completed,No
22144,2024-10-05,C0292,P0008,1,12.29,0.0,12.29,Completed,No
22145,2024-10-05,C0381,P0026,1,34.73,0.0,34.73,Completed,No
22146,2024-10-05,C0073,P0035,2,78.8,0.0,157.6,Completed,No
22147,2024-10-05,C0373,P0031,4,72.2,0.0,288.8,Completed,No
22148,2024-10-06,C0250,P0005,1,50.51,0.0,50.51,Completed,No
22149,2024-10-06,C0318,P0019,2,67.8,0.0,135.6,Completed,No
22150,2024-10-06,C0053,P0029,2,30.51,0.0,61.02,Completed,No
22151,2024-10-06,C0252,P0020,2,12.47,0.0,24.94,Completed,No
22152,2024-10-06,C0250,P0008,1,22.28,0.0,22.28,Completed,No
22153,2024-10-06,C0148,P0027,2,13.81,0.0,27.62,Completed,No
22154,2024-10-06,C0404,P0003,2,77.24,0.0,154.48,Completed,No
22155,2024-10-06,C0105,P0029,1,72.08,0.0,72.08,Completed,No
22156,2024-10-06,C0346,P0022,1,16.54,0.0,16.54,Completed,No
22157,2024-10-06,C0116,P0014,1,62.6,0.0,62.6,Completed,No
22158,2024-10-06,C0428,P0029,1,66.12,0.0,66.12,Completed,No
22159,2024-10-06,C0282,P0013,1,60.13,0.0,60.13,Completed,No
22160,2024-10-06,C0310,P0040,1,51.09,0.0,51.09,Completed,No
22161,2024-10-06,C0047,P0019,1,61.58,0.0,61.58,Completed,No
22162,2024-10-06,C0418,P0001,2,34.03,0.0,68.06,Completed,No
22163,2024-10-06,C0393,P0038,4,57.27,0.0,229.08,Completed,No
22164,2024-10-06,C0276,P0022,1,54.47,0.0,54.47,Completed,No
22165,2024-10-06,C0145,P0008,1,28.95,0.0,28.95,Completed,No
22166,2024-10-06,C0063,P0034,1,14.44,0.0,14.44,Completed,No
22167,2024-10-06,C0070,P0034,1,71.2,0.0,71.2,Completed,No
22168,2024-10-06,C0161,P0036,1,40.57,0.0,40.57,Completed,No
22169,2024-10-06,C0298,P0009,1,43.22,0.0,43.22,Completed,No
22170,2024-10-06,C0235,P0022,1,40.25,0.0,40.25,Completed,No
22171,2024-10-06,C0069,P0021,3,60.03,0.0,180.09,Completed,No
22172,2024-10-06,C0335,P0037,3,77.09,0.0,231.27,Completed,No
22173,2024-10-06,C0484,P0032,3,27.76,0.0,83.28,Completed,No
22174,2024-10-06,C0220,P0011,1,24.52,0.0,24.52,Completed,No
22175,2024-10-06,C0178,P0034,1,64.68,0.0,64.68,Completed,No
22176,2024-10-06,C0427,P0015,1,19.14,0.0,19.14,Completed,No
22177,2024-10-06,C0009,P0018,1,38.79,0.0,38.79,Completed,No
22178,2024-10-07,C0305,P0035,1,40.68,0.0,40.68,Completed,No
22179,2024-10-07,C0456,P0004,2,55.18,0.0,110.36,Completed,No
22180,2024-10-07,C0148,P0032,3,54.8,0.0,164.4,Completed,No
22181,2024-10-07,C0054,P0012,2,56.05,0.0,112.1,Completed,No
22182,2024-10-07,C0242,P0030,1,17.06,0.0,17.06,Completed,No
22183,2024-10-07,C0385,P0008,3,26.67,0.0,80.01,Completed,No
22184,2024-10-07,C0030,P0016,2,39.31,0.0,78.62,Completed,No
22185,2024-10-07,C0212,P0017,1,41.47,0.0,41.47,Completed,No
22186,2024-10-07,C0425,P0037,1,17.87,0.0,17.87,Completed,No
22187,2024-10-07,C0105,P0001,1,54.93,0.0,54.93,Completed,No
22188,2024-10-07,C0159,P0040,2,75.3,0.0,150.6,Completed,No
22189,2024-10-07,C0395,P0013,1,50.08,0.0,50.08,Completed,No
22190,2024-10-07,C0440,P0027,2,33.59,0.0,67.18,Completed,No
22191,2024-10-07,C0160,P0034,2,60.89,0.0,121.78,Completed,No
22192,2024-10-07,C0405,P0032,1,21.98,0.0,21.98,Completed,No
22193,2024-10-07,C0175,P0020,1,64.79,0.0,64.79,Completed,No
22194,2024-10-07,C0361,P0005,4,27.31,0.0,109.24,Completed,No
22195,2024-10-07,C0245,P0034,3,76.91,0.0,230.73,Completed,No
22196,2024-10-07,C0390,P0028,2,43.68,0.0,87.36,Completed,No
22197,2024-10-07,C0264,P0026,2,20.55,0.0,41.1,Completed,No
22198,2024-10-07,C0251,P0012,3,47.68,0.0,143.04,Completed,No
22199,2024-10-07,C0200,P0011,1,54.1,0.0,54.1,Completed,No
22200,2024-10-07,C0334,P0014,1,41.63,0.0,41.63,Completed,No
22201,2024-10-07,C0333,P0039,1,14.82,0.0,14.82,Completed,No
22202,2024-10-07,C0108,P0025,1,26.24,0.0,26.24,Completed,No
22203,2024-10-07,C0484,P0009,1,46.84,0.0,46.84,Completed,No
22204,2024-10-07,C0213,P0033,1,24.1,0.0,24.1,Completed,No
22205,2024-10-07,C0230,P0008,1,29.31,0.0,29.31,Completed,No
22206,2024-10-07,C0193,P0002,1,23.22,0.0,23.22,Completed,No
22207,2024-10-08,C0202,P0026,1,17.23,0.0,17.23,Completed,No
22208,2024-10-08,C0121,P0034,1,66.25,0.0,66.25,Completed,No
22209,2024-10-08,C0145,P0019,2,39.14,0.0,78.28,Completed,No
22210,2024-10-08,C0302,P0013,1,34.01,0.0,34.01,Completed,No
22211,2024-10-08,C0233,P0016,1,42.54,0.0,42.54,Completed,No
22212,2024-10-08,C0377,P0034,1,31.08,0.0,31.08,Completed,No
22213,2024-10-08,C0017,P0027,1,52.15,0.0,52.15,Completed,No
22214,2024-10-08,C0466,P0005,1,64.14,0.0,64.14,Completed,No
22215,2024-10-08,C0230,P0022,1,11.89,0.0,11.89,Completed,No
22216,2024-10-08,C0034,P0022,1,44.49,0.0,44.49,Completed,No
22217,2024-10-08,C0490,P0021,2,36.17,0.0,72.34,Completed,No
22218,2024-10-08,C0128,P0032,1,65.73,0.0,65.73,Completed,No
22219,2024-10-08,C0275,P0009,1,17.05,0.0,17.05,Completed,No
22220,2024-10-08,C0268,P0031,1,50.39,0.0,50.39,Completed,No
22221,2024-10-08,C0318,P0006,4,19.28,0.0,77.12,Completed,No
22222,2024-10-08,C0062,P0008,3,79.1,0.0,237.3,Completed,No
22223,2024-10-08,C0438,P0029,1,19.03,0.0,19.03,Completed,No
22224,2024-10-08,C0109,P0016,2,36.27,0.0,72.54,Completed,No
22225,2024-10-08,C0434,P0039,1,45.69,0.0,45.69,Completed,No
22226,2024-10-08,C0113,P0008,1,40.08,0.0,40.08,Completed,No
22227,2024-10-08,C0013,P0028,4,53.74,0.0,214.96,Completed,No
22228,2024-10-08,C0278,P0019,1,13.53,0.0,13.53,Completed,No
22229,2024-10-09,C0142,P0004,1,63.2,0.0,63.2,Completed,No
22230,2024-10-09,C0310,P0005,1,16.18,0.0,16.18,Completed,No
22231,2024-10-09,C0334,P0005,2,41.6,0.0,83.2,Completed,No
22232,2024-10-09,C0368,P0027,2,67.85,0.0,135.7,Completed,No
22233,2024-10-09,C0488,P0029,1,29.94,0.0,29.94,Completed,No
22234,2024-10-09,C0128,P0016,1,11.87,0.0,11.87,Completed,No
22235,2024-10-09,C0336,P0027,1,71.04,0.0,71.04,Completed,No
22236,2024-10-09,C0038,P0031,2,68.58,0.0,137.16,Completed,No
22237,2024-10-09,C0308,P0015,2,45.61,0.0,91.22,Completed,No
22238,2024-10-09,C0067,P0002,1,71.2,0.0,71.2,Completed,No
22239,2024-10-09,C0351,P0018,1,13.98,0.0,13.98,Completed,No
22240,2024-10-09,C0387,P0019,3,70.19,0.0,210.57,Completed,No
22241,2024-10-09,C0253,P0007,1,23.78,0.0,23.78,Completed,No
22242,2024-10-09,C0488,P0029,3,11.33,0.0,33.99,Completed,No
22243,2024-10-09,C0474,P0016,2,17.26,0.0,34.52,Completed,No
22244,2024-10-09,C0185,P0021,2,48.23,0.0,96.46,Completed,No
22245,2024-10-09,C0029,P0015,2,49.98,0.0,99.96,Completed,No
22246,2024-10-09,C0223,P0006,1,29.5,0.0,29.5,Completed,No
22247,2024-10-09,C0211,P0020,1,72.02,0.0,72.02,Completed,No
22248,2024-10-09,C0241,P0010,1,67.26,0.0,67.26,Completed,No
22249,2024-10-09,C0130,P0031,3,79.72,0.0,239.16,Completed,No
22250,2024-10-09,C0354,P0013,1,31.61,0.0,31.61,Completed,No
22251,2024-10-09,C0172,P0025,3,70.22,0.0,210.66,Completed,No
22252,2024-10-09,C0169,P0016,2,36.47,0.0,72.94,Completed,No
22253,2024-10-09,C0089,P0009,2,55.99,0.0,111.98,Completed,No
22254,2024-10-09,C0032,P0037,3,76.6,0.0,229.8,Completed,No
22255,2024-10-09,C0224,P0027,2,75.12,0.0,150.24,Completed,No
22256,2024-10-09,C0409,P0001,1,64.3,0.0,64.3,Completed,No
22257,2024-10-09,C0123,P0010,3,70.5,0.0,211.5,Completed,No
22258,2024-10-10,C0446,P0028,2,38.57,0.0,77.14,Completed,No
22259,2024-10-10,C0319,P0007,2,57.52,0.0,115.04,Completed,No
22260,2024-10-10,C0194,P0002,1,24.96,0.0,24.96,Completed,No
22261,2024-10-10,C0086,P0026,4,70.68,0.0,282.72,Completed,No
22262,2024-10-10,C0223,P0013,1,60.03,0.0,60.03,Completed,No
22263,2024-10-10,C0011,P0003,1,38.73,0.0,38.73,Completed,No
22264,2024-10-10,C0047,P0037,1,43.14,0.0,43.14,Completed,No
22265,2024-10-10,C0064,P0007,2,57.78,0.0,115.56,Completed,No
22266,2024-10-10,C0238,P0017,1,77.84,0.0,77.84,Completed,No
22267,2024-10-10,C0396,P0018,1,75.46,0.0,75.46,Completed,No
22268,2024-10-10,C0261,P0009,1,51.6,0.0,51.6,Completed,No
22269,2024-10-10,C0437,P0021,1,30.6,0.0,30.6,Completed,No
22270,2024-10-10,C0248,P0031,1,23.19,0.0,23.19,Completed,No
22271,2024-10-10,C0055,P0010,2,19.25,0.0,38.5,Completed,No
22272,2024-10-10,C0439,P0012,1,14.27,0.0,14.27,Completed,No
22273,2024-10-10,C0036,P0014,1,35.19,0.0,35.19,Completed,No
22274,2024-10-10,C0401,P0007,1,61.03,0.0,61.03,Completed,No
22275,2024-10-10,C0330,P0020,2,56.54,0.0,113.08,Completed,No
22276,2024-10-10,C0202,P0035,1,14.42,0.0,14.42,Completed,No
22277,2024-10-10,C0425,P0032,3,49.26,0.0,147.78,Completed,No
22278,2024-10-10,C0149,P0024,1,64.88,0.0,64.88,Completed,No
22279,2024-10-10,C0273,P0028,1,38.63,0.0,38.63,Completed,No
22280,2024-10-10,C0084,P0025,1,66.47,0.0,66.47,Completed,No
22281,2024-10-10,C0101,P0015,1,17.45,0.0,17.45,Completed,No
22282,2024-10-11,C0174,P0040,1,30.9,0.0,30.9,Completed,No
22283,2024-10-11,C0181,P0040,1,73.73,0.0,73.73,Completed,No
22284,2024-10-11,C0477,P0032,3,51.7,0.0,155.1,Completed,No
22285,2024-10-11,C0499,P0022,4,25.61,0.0,102.44,Completed,No
22286,2024-10-11,C0042,P0012,1,59.21,0.0,59.21,Completed,No
22287,2024-10-11,C0298,P0010,1,22.22,0.0,22.22,Completed,No
22288,2024-10-11,C0431,P0007,1,76.02,0.0,76.02,Completed,No
22289,2024-10-11,C0192,P0028,1,73.98,0.0,73.98,Completed,No
22290,2024-10-11,C0030,P0020,1,32.34,0.0,32.34,Completed,No
22291,2024-10-11,C0288,P0037,3,63.57,0.0,190.71,Completed,No
22292,2024-10-11,C0484,P0002,1,60.14,0.0,60.14,Completed,No
22293,2024-10-11,C0272,P0009,2,17.76,0.0,35.52,Completed,No
22294,2024-10-11,C0103,P0038,1,53.48,0.0,53.48,Completed,No
22295,2024-10-11,C0070,P0026,1,47.67,0.0,47.67,Completed,No
22296,2024-10-11,C0145,P0003,2,69.98,0.0,139.96,Completed,No
22297,2024-10-11,C0006,P0029,1,25.25,0.0,25.25,Completed,No
22298,2024-10-11,C0089,P0034,2,15.71,0.0,31.42,Completed,No
22299,2024-10-11,C0435,P0030,1,58.27,0.0,58.27,Completed,No
22300,2024-10-11,C0297,P0028,1,19.03,0.0,19.03,Completed,No
22301,2024-10-11,C0239,P0020,1,26.7,0.0,26.7,Completed,No
22302,2024-10-11,C0163,P0034,2,36.03,0.0,72.06,Completed,No
22303,2024-10-11,C0352,P0039,1,40.95,0.0,40.95,Completed,No
22304,2024-10-12,C0229,P0034,1,73.52,0.0,73.52,Completed,No
22305,2024-10-12,C0145,P0038,2,60.73,0.0,121.46,Completed,No
22306,2024-10-12,C0031,P0008,1,49.03,0.0,49.03,Completed,No
22307,2024-10-12,C0237,P0012,3,62.18,0.0,186.54,Completed,No
22308,2024-10-12,C0490,P0008,1,13.82,0.0,13.82,Completed,No
22309,2024-10-12,C0333,P0017,1,44.34,0.0,44.34,Completed,No
22310,2024-10-12,C0036,P0010,2,73.2,0.0,146.4,Completed,No
22311,2024-10-12,C0269,P0034,1,69.13,0.0,69.13,Completed,No
22312,2024-10-12,C0472,P0028,1,34.4,0.0,34.4,Completed,No
22313,2024-10-12,C0190,P0025,2,77.05,0.0,154.1,Completed,No
22314,2024-10-12,C0154,P0038,1,73.32,0.0,73.32,Completed,No
22315,2024-10-12,C0057,P0021,1,30.28,0.0,30.28,Completed,No
22316,2024-10-12,C0028,P0026,1,60.46,0.0,60.46,Completed,No
22317,2024-10-12,C0204,P0035,1,62.84,0.0,62.84,Completed,No
22318,2024-10-12,C0111,P0027,2,45.76,0.0,91.52,Completed,No
22319,2024-10-12,C0153,P0032,2,14.65,0.0,29.3,Completed,No
22320,2024-10-12,C0401,P0019,1,40.05,0.0,40.05,Completed,No
22321,2024-10-12,C0318,P0035,1,52.19,0.0,52.19,Completed,No
22322,2024-10-12,C0359,P0028,2,73.92,0.0,147.84,Completed,No
22323,2024-10-12,C0217,P0025,1,51.64,0.0,51.64,Completed,No
22324,2024-10-12,C0405,P0021,1,16.49,0.0,16.49,Completed,No
22325,2024-10-12,C0292,P0011,1,57.78,0.0,57.78,Completed,No
22326,2024-10-12,C0206,P0029,2,64.62,0.0,129.24,Completed,No
22327,2024-10-12,C0192,P0033,1,45.98,0.0,45.98,Completed,No
22328,2024-10-13,C0095,P0006,3,31.01,0.0,93.03,Completed,No
22329,2024-10-13,C0176,P0006,2,57.82,0.0,115.64,Completed,No
22330,2024-10-13,C0481,P0036,1,18.6,0.0,18.6,Completed,No
22331,2024-10-13,C0255,P0005,2,19.12,0.0,38.24,Completed,No
22332,2024-10-13,C0199,P0023,1,16.91,0.0,16.91,Completed,No
22333,2024-10-13,C0391,P0014,1,53.07,0.0,53.07,Completed,No
22334,2024-10-13,C0431,P0027,1,33.33,0.0,33.33,Completed,No
22335,2024-10-13,C0121,P0019,1,62.71,0.0,62.71,Completed,No
22336,2024-10-13,C0107,P0006,1,33.7,0.0,33.7,Completed,No
22337,2024-10-13,C0405,P0026,1,68.14,0.0,68.14,Completed,No
22338,2024-10-13,C0138,P0005,1,43.9,0.0,43.9,Completed,No
22339,2024-10-13,C0249,P0016,1,20.15,0.0,20.15,Completed,No
22340,2024-10-13,C0162,P0038,2,24.3,0.0,48.6,Completed,No
22341,2024-10-13,C0391,P0011,3,74.58,0.0,223.74,Completed,No
22342,2024-10-13,C0291,P0022,4,59.43,0.0,237.72,Completed,No
22343,2024-10-13,C0359,P0014,1,35.5,0.0,35.5,Completed,No
22344,2024-10-13,C0099,P0006,1,15.23,0.0,15.23,Completed,No
22345,2024-10-13,C0140,P0006,1,61.59,0.0,61.59,Completed,No
22346,2024-10-13,C0038,P0011,3,30.82,0.0,92.46,Completed,No
22347,2024-10-13,C0490,P0015,1,43.36,0.0,43.36,Completed,No
22348,2024-10-13,C0018,P0022,1,42.42,0.0,42.42,Completed,No
22349,2024-10-13,C0466,P0003,4,54.66,0.0,218.64,Completed,No
22350,2024-10-13,C0114,P0031,2,53.75,0.0,107.5,Completed,No
22351,2024-10-13,C0475,P0009,3,16.54,0.0,49.62,Completed,No
22352,2024-10-13,C0294,P0002,1,56.33,0.0,56.33,Completed,No
22353,2024-10-13,C0203,P0024,1,60.12,0.0,60.12,Completed,No
22354,2024-10-13,C0065,P0030,1,67.2,0.0,67.2,Completed,No
22355,2024-10-14,C0112,P0017,2,73.51,0.0,147.02,Completed,No
22356,2024-10-14,C0144,P0004,2,50.5,0.0,101.0,Completed,No
22357,2024-10-14,C0344,P0011,2,42.29,0.0,84.58,Completed,No
22358,2024-10-14,C0364,P0004,1,24.34,0.0,24.34,Completed,No
22359,2024-10-14,C0200,P0018,2,14.65,0.0,29.3,Completed,No
22360,2024-10-14,C0145,P0011,2,49.3,0.0,98.6,Completed,No
22361,2024-10-14,C0001,P0029,1,12.86,0.0,12.86,Completed,No
22362,2024-10-14,C0079,P0015,2,79.89,0.0,159.78,Completed,No
22363,2024-10-14,C0455,P0001,1,73.37,0.0,73.37,Completed,No
22364,2024-10-14,C0444,P0026,3,70.04,0.0,210.12,Completed,No
22365,2024-10-14,C0319,P0031,3,61.13,0.0,183.39,Completed,No
